sqno,strd_yr,stdmt,date,stty_infcd_tpcd,diss_nm,diag_nm,whol_ptnt_cnt,frgn_ptnt_cnt,adm_ptnt_cnt,frgn_ptnt_rate,adm_ptnt_rate
6398,2022,8,2022년 08월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
15738,2022,8,2022년 08월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
6466,2022,9,2022년 09월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
16274,2022,9,2022년 09월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 기관지염,1,1,0,100.0,0.0
15780,2022,9,2022년 09월 01일,4,급성호흡기감염증,재발성으로 명시되어 있지 않은 기타 명시된 병원체에 의한 급성편도염,1,1,0,100.0,0.0
6537,2022,10,2022년 10월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
14744,2022,11,2022년 11월 01일,4,급성호흡기감염증,재발성으로 명시되어 있지 않은 기타 명시된 병원체에 의한 급성편도염,1,1,0,100.0,0.0
6602,2022,11,2022년 11월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
6675,2022,12,2022년 12월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
6687,2022,12,2022년 12월 01일,4,급성호흡기감염증,재발성으로 명시되어 있지 않은 기타 명시된 병원체에 의한 급성편도염,1,1,0,100.0,0.0
6671,2022,12,2022년 12월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 기관지염,1,1,0,100.0,0.0
15518,2023,1,2023년 01월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
16281,2023,2,2023년 02월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 기관지염,1,1,0,100.0,0.0
6870,2023,3,2023년 03월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
15170,2023,3,2023년 03월 01일,4,급성호흡기감염증,호흡기세포융합바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
16235,2023,4,2023년 04월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
15837,2023,4,2023년 04월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
16422,2023,4,2023년 04월 01일,4,급성호흡기감염증,재발성으로 명시되어 있지 않은 기타 명시된 병원체에 의한 급성편도염,1,1,0,100.0,0.0
15171,2023,5,2023년 05월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
6958,2023,5,2023년 05월 01일,4,급성호흡기감염증,재발성으로 명시되어 있지 않은 기타 명시된 병원체에 의한 급성편도염,1,1,0,100.0,0.0
16293,2023,6,2023년 06월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
16151,2023,7,2023년 07월 01일,4,급성호흡기감염증,호흡기세포융합바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
15455,2023,7,2023년 07월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
16247,2023,8,2023년 08월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
16129,2023,8,2023년 08월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
15903,2023,10,2023년 10월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
15759,2023,10,2023년 10월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
16226,2023,12,2023년 12월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
16398,2023,12,2023년 12월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
15894,2024,1,2024년 01월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
16189,2024,2,2024년 02월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
15676,2024,3,2024년 03월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
16614,2024,3,2024년 03월 01일,4,장관감염증,노로바이러스에 의한 급성 위장병증,1,1,0,100.0,0.0
15423,2024,4,2024년 04월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
14953,2024,5,2024년 05월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,1,1,0,100.0,0.0
16458,2024,6,2024년 06월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 인두염,1,1,0,100.0,0.0
5322,2020,3,2020년 03월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5367,2020,5,2020년 05월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5395,2020,6,2020년 06월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
5420,2020,7,2020년 07월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5477,2020,9,2020년 09월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5528,2020,11,2020년 11월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5593,2021,1,2021년 01월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
5587,2021,1,2021년 01월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5653,2021,3,2021년 03월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5718,2021,5,2021년 05월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5787,2021,7,2021년 07월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5788,2021,7,2021년 07월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
5822,2021,8,2021년 08월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5823,2021,8,2021년 08월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
5860,2021,9,2021년 09월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
5858,2021,9,2021년 09월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5859,2021,9,2021년 09월 01일,4,성기단순포진,생식기 및 비뇨생식관의 헤르페스바이러스감염,1,1,0,100.0,0.0
5898,2021,10,2021년 10월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5938,2021,11,2021년 11월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
5939,2021,11,2021년 11월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
5981,2021,12,2021년 12월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15540,2022,1,2022년 01월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
6024,2022,1,2022년 01월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
6023,2022,1,2022년 01월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
6069,2022,2,2022년 02월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
6119,2022,3,2022년 03월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
15230,2022,3,2022년 03월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15177,2022,3,2022년 03월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
6172,2022,4,2022년 04월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
6175,2022,4,2022년 04월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
6181,2022,4,2022년 04월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
6173,2022,4,2022년 04월 01일,4,성기단순포진,생식기 및 비뇨생식관의 헤르페스바이러스감염,1,1,0,100.0,0.0
15509,2022,4,2022년 04월 01일,4,성기단순포진,생식기 및 비뇨생식관의 헤르페스바이러스감염,1,1,0,100.0,0.0
6226,2022,5,2022년 05월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15289,2022,5,2022년 05월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
14871,2022,8,2022년 08월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
6542,2022,10,2022년 10월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
16301,2022,10,2022년 10월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
16344,2022,10,2022년 10월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
6684,2022,12,2022년 12월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15115,2022,12,2022년 12월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15917,2022,12,2022년 12월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
6834,2023,2,2023년 02월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
6823,2023,2,2023년 02월 01일,4,엔테로바이러스감염증,달리 분류된 바이러스질환에서의 수막염,1,1,0,100.0,0.0
6828,2023,2,2023년 02월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15095,2023,4,2023년 04월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
6912,2023,4,2023년 04월 01일,4,성기단순포진,남성 비뇨생식기관의 헤르페스바이러스감염(N51.-*),1,1,0,100.0,0.0
6995,2023,6,2023년 06월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15867,2023,6,2023년 06월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15739,2023,7,2023년 07월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체,1,1,0,100.0,0.0
14846,2023,8,2023년 08월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15552,2023,9,2023년 09월 01일,4,엔테로바이러스감염증,달리 분류된 바이러스질환에서의 수막염,1,1,0,100.0,0.0
15459,2023,9,2023년 09월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체,1,1,0,100.0,0.0
15905,2023,11,2023년 11월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
14999,2023,12,2023년 12월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
16262,2023,12,2023년 12월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
16472,2023,12,2023년 12월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
16228,2023,12,2023년 12월 01일,4,장관감염증,아스트로바이러스 위장염,1,1,0,100.0,0.0
16123,2024,1,2024년 01월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15628,2024,1,2024년 01월 01일,4,성기단순포진,상세불명의 항문생식기의 헤르페스바이러스감염,1,1,0,100.0,0.0
15007,2024,1,2024년 01월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
16346,2024,3,2024년 03월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
14731,2024,4,2024년 04월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15083,2024,5,2024년 05월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
15961,2024,6,2024년 06월 01일,4,성기단순포진,항문주위피부 및 직장의 헤르페스바이러스감염,1,1,0,100.0,0.0
15852,2024,6,2024년 06월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),1,1,0,100.0,0.0
5260,2020,1,2020년 01월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5298,2020,2,2020년 02월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5300,2020,2,2020년 02월 01일,4,클라미디아감염증,클라미디아림프육아종(성병성),2,2,0,100.0,0.0
5293,2020,2,2020년 02월 01일,2,폐렴구균감염증,폐렴연쇄알균에 의한 폐렴,2,2,0,100.0,0.0
5305,2020,3,2020년 03월 01일,1,인플루엔자,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,2,2,0,100.0,0.0
5323,2020,3,2020년 03월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5344,2020,4,2020년 04월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5329,2020,4,2020년 04월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5343,2020,4,2020년 04월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5387,2020,6,2020년 06월 01일,3,말라리아,상세불명의 말라리아,2,2,0,100.0,0.0
5397,2020,7,2020년 07월 01일,1,코로나바이러스감염증-19,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],2,2,0,100.0,0.0
5422,2020,7,2020년 07월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5413,2020,7,2020년 07월 01일,3,말라리아,기타 합병증을 동반한 삼일열원충말라리아,2,2,0,100.0,0.0
5416,2020,7,2020년 07월 01일,4,간흡충증,간흡충증,2,2,0,100.0,0.0
5401,2020,7,2020년 07월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5409,2020,7,2020년 07월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
5410,2020,7,2020년 07월 01일,3,B형간염,간성 혼수가 있는 델타-병원체(동시감염)를 가진 급성 B형간염,2,2,0,100.0,0.0
5438,2020,8,2020년 08월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
5439,2020,8,2020년 08월 01일,3,후천성면역결핍증,거대세포바이러스병을 유발한 사람면역결핍바이러스병,2,2,0,100.0,0.0
5455,2020,9,2020년 09월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5454,2020,9,2020년 09월 01일,1,인플루엔자,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,2,2,0,100.0,0.0
5469,2020,9,2020년 09월 01일,3,B형간염,간성 혼수가 있는 델타-병원체(동시감염)를 가진 급성 B형간염,2,2,0,100.0,0.0
5452,2020,9,2020년 09월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],2,2,0,100.0,0.0
5495,2020,10,2020년 10월 01일,4,인플루엔자,"계절성 인플루엔자바이러스가 확인된, 기타 증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5482,2020,10,2020년 10월 01일,1,코로나바이러스감염증-19,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],2,2,0,100.0,0.0
5502,2020,10,2020년 10월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5483,2020,10,2020년 10월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5500,2020,10,2020년 10월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5493,2020,10,2020년 10월 01일,3,사람유두종바이러스감염증,무증상 사람면역결핍바이러스 감염상태,2,2,0,100.0,0.0
5532,2020,11,2020년 11월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5536,2020,12,2020년 12월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5560,2020,12,2020년 12월 01일,4,폐흡충증,폐흡충증,2,2,0,100.0,0.0
5538,2020,12,2020년 12월 01일,2,급성호흡기감염증,급성 복막염,2,2,0,100.0,0.0
5537,2020,12,2020년 12월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5549,2020,12,2020년 12월 01일,3,후천성면역결핍증,거대세포바이러스병을 유발한 사람면역결핍바이러스병,2,2,0,100.0,0.0
5552,2020,12,2020년 12월 01일,3,큐열,큐열,2,2,0,100.0,0.0
5577,2021,1,2021년 01월 01일,2,카바페넴내성장내세균속균종(CRE)감염증,카바페넴계내성,2,2,0,100.0,0.0
5590,2021,1,2021년 01월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5589,2021,1,2021년 01월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5565,2021,1,2021년 01월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5582,2021,1,2021년 01월 01일,3,큐열,큐열,2,2,0,100.0,0.0
5583,2021,1,2021년 01월 01일,4,간흡충증,간흡충증,2,2,0,100.0,0.0
5437,2021,2,2021년 02월 01일,3,큐열,큐열,2,2,0,100.0,0.0
5620,2021,2,2021년 02월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
5594,2021,2,2021년 02월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],2,2,0,100.0,0.0
5621,2021,2,2021년 02월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5655,2021,3,2021년 03월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5656,2021,3,2021년 03월 01일,4,매독,피부 및 점막의 이차매독,2,2,0,100.0,0.0
5654,2021,3,2021년 03월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5681,2021,4,2021년 04월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
5719,2021,5,2021년 05월 01일,4,엔테로바이러스감염증,엔테로바이러스소수포인두염,2,2,0,100.0,0.0
5711,2021,5,2021년 05월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
5694,2021,5,2021년 05월 01일,2,급성호흡기감염증,급성 복막염,2,2,0,100.0,0.0
5747,2021,6,2021년 06월 01일,4,간흡충증,간흡충증,2,2,0,100.0,0.0
5755,2021,6,2021년 06월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5753,2021,6,2021년 06월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5752,2021,6,2021년 06월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
5729,2021,6,2021년 06월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5763,2021,7,2021년 07월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5797,2021,8,2021년 08월 01일,2,수막구균감염증,결핵성 수막뇌염(G05.0*),2,2,0,100.0,0.0
5794,2021,8,2021년 08월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5793,2021,8,2021년 08월 01일,1,인플루엔자,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,2,2,0,100.0,0.0
5811,2021,8,2021년 08월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
5824,2021,8,2021년 08월 01일,4,급성호흡기감염증,재발성 기타 명시된 병원체에 의한 급성편도염,2,2,0,100.0,0.0
5862,2021,9,2021년 09월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 폐렴,2,2,0,100.0,0.0
5834,2021,9,2021년 09월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5850,2021,9,2021년 09월 01일,3,말라리아,"합병증이 없는 삼일열원충말라리아, 재발성으로 명시되어 있지 않은",2,2,0,100.0,0.0
5857,2021,9,2021년 09월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5835,2021,9,2021년 09월 01일,2,급성호흡기감염증,급성 복막염,2,2,0,100.0,0.0
5892,2021,10,2021년 10월 01일,3,큐열,큐열,2,2,0,100.0,0.0
5893,2021,10,2021년 10월 01일,4,간흡충증,간흡충증,2,2,0,100.0,0.0
5899,2021,10,2021년 10월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
5901,2021,10,2021년 10월 01일,4,매독,피부 및 점막의 이차매독,2,2,0,100.0,0.0
5897,2021,10,2021년 10월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
5900,2021,10,2021년 10월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 급성 기관지염,2,2,0,100.0,0.0
5868,2021,10,2021년 10월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
5872,2021,10,2021년 10월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5873,2021,10,2021년 10월 01일,2,급성호흡기감염증,급성 복막염,2,2,0,100.0,0.0
5910,2021,11,2021년 11월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5931,2021,11,2021년 11월 01일,3,중증열성혈소판감소증후군(SFTS),중증열성혈소판감소증후군 [SFTS],2,2,0,100.0,0.0
5925,2021,11,2021년 11월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
5951,2021,12,2021년 12월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,2,2,0,100.0,0.0
5983,2021,12,2021년 12월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
5982,2021,12,2021년 12월 01일,4,엔테로바이러스감염증,엔테로바이러스소수포인두염,2,2,0,100.0,0.0
14739,2024,1,2024년 01월 01일,2,장출혈성대장균감염증,장출혈성 대장균감염,2,2,0,100.0,0.0
16263,2024,1,2024년 01월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
15512,2024,2,2024년 02월 01일,4,폐흡충증,폐흡충증,2,2,0,100.0,0.0
15484,2024,2,2024년 02월 01일,2,수두,합병증이 없는 수두,2,2,0,100.0,0.0
15889,2024,2,2024년 02월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],2,2,0,100.0,0.0
14809,2024,2,2024년 02월 01일,4,성기단순포진,여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),2,2,0,100.0,0.0
14879,2024,3,2024년 03월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
15914,2024,4,2024년 04월 01일,3,C형간염,급성 C형간염,2,2,0,100.0,0.0
15072,2024,4,2024년 04월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",2,2,0,100.0,0.0
16229,2024,4,2024년 04월 01일,4,간흡충증,간흡충증,2,2,0,100.0,0.0
16112,2024,4,2024년 04월 01일,4,폐흡충증,폐흡충증,2,2,0,100.0,0.0
15010,2024,5,2024년 05월 01일,3,B형간염,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,2,2,0,100.0,0.0
14779,2024,5,2024년 05월 01일,2,A형간염,간성 혼수가 없는 A형간염,2,2,0,100.0,0.0
15308,2024,5,2024년 05월 01일,4,급성호흡기감염증,기타 명시된 병원체에 의한 급성 기관지염,2,2,0,100.0,0.0
14769,2024,6,2024년 06월 01일,1,코로나바이러스감염증-19,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],2,2,0,100.0,0.0
16556,2024,6,2024년 06월 01일,4,엔테로바이러스감염증,엔테로바이러스소수포인두염,2,2,0,100.0,0.0
15377,2024,6,2024년 06월 01일,3,매독,피부 및 점막의 이차매독,2,2,0,100.0,0.0
6756,2023,1,2023년 01월 01일,4,급성호흡기감염증,라이노바이러스에 의한 급성 기관지염,2,2,0,100.0,0.0
6754,2023,1,2023년 01월 01일,4,엔테로바이러스감염증,"달리 분류된 바이러스질환에서의 뇌염, 척수염 및 뇌척수염",2,2,0,100.0,0.0
15372,2023,1,2023년 01월 01일,4,인플루엔자,바이러스가 확인되지 않은 인플루엔자,2,2,0,100.0,0.0
15603,2023,1,2023년 01월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 증상을 동반한 인플루엔자",2,2,0,100.0,0.0
15407,2023,1,2023년 01월 01일,3,후천성면역결핍증,달리 분류된 다발성 질환을 유발한 사람면역결핍바이러스병,2,2,0,100.0,0.0
6763,2023,1,2023년 01월 01일,4,수막구균감염증,톡소포자충수막뇌염(G05.2*),2,2,0,100.0,0.0
